x;Sin(x)
-10.000000000000;0.544021110889
-9.950000000000;0.501405128179
-9.900000000000;0.457535893776
-9.850000000000;0.412523057917
-9.800000000000;0.366479129252
-9.750000000000;0.319519193623
-9.700000000000;0.271760626411
-9.650000000000;0.223322799164
-9.600000000000;0.174326781223
-9.550000000000;0.124895037117
-9.500000000000;0.075151120462
-9.450000000000;0.025219365144
-9.400000000000;-0.024775425453
-9.350000000000;-0.074708290389
-9.300000000000;-0.124454423507
-9.250000000000;-0.173889485380
-9.200000000000;-0.222889914100
-9.150000000000;-0.271333234114
-9.100000000000;-0.319098362350
-9.050000000000;-0.366065910863
-9.000000000000;-0.412118485242
-8.950000000000;-0.457140978035
-8.900000000000;-0.501020856458
-8.850000000000;-0.543648443666
-8.800000000000;-0.584917192892
-8.750000000000;-0.624723953754
-8.700000000000;-0.662969230082
-8.650000000000;-0.699557428603
-8.600000000000;-0.734397097873
-8.550000000000;-0.767401156867
-8.500000000000;-0.798487112623
-8.450000000000;-0.827577266442
-8.400000000000;-0.854598908088
-8.350000000000;-0.879484497531
-8.300000000000;-0.902171833756
-8.250000000000;-0.922604210239
-8.200000000000;-0.940730556680
-8.150000000000;-0.956505566652
-8.100000000000;-0.969889810846
-8.050000000000;-0.980849835621
-8.000000000000;-0.989358246624
-7.950000000000;-0.995393777258
-7.900000000000;-0.998941341840
-7.850000000000;-0.999992073306
-7.800000000000;-0.998543345375
-7.750000000000;-0.994598779111
-7.700000000000;-0.988168233877
-7.650000000000;-0.979267782686
-7.600000000000;-0.967919672031
-7.550000000000;-0.954152266279
-7.500000000000;-0.937999976775
-7.450000000000;-0.919503175829
-7.400000000000;-0.898708095812
-7.350000000000;-0.875666713593
-7.300000000000;-0.850436620630
-7.250000000000;-0.823080879012
-7.200000000000;-0.793667863849
-7.150000000000;-0.762271092361
-7.100000000000;-0.728969040126
-7.050000000000;-0.693844944930
-7.000000000000;-0.656986598719
-6.950000000000;-0.618486128162
-6.900000000000;-0.578439764388
-6.850000000000;-0.536947602448
-6.800000000000;-0.494113351139
-6.750000000000;-0.450044073781
-6.700000000000;-0.404849920617
-6.650000000000;-0.358643853493
-6.600000000000;-0.311541363513
-6.550000000000;-0.263660182373
-6.500000000000;-0.215119988088
-6.450000000000;-0.166042105865
-6.400000000000;-0.116549204850
-6.350000000000;-0.066764991522
-6.300000000000;-0.016813900484
-6.250000000000;0.033179216548
-6.200000000000;0.083089402818
-6.150000000000;0.132791908853
-6.100000000000;0.182162504271
-6.050000000000;0.231077788299
-6.000000000000;0.279415498199
-5.950000000000;0.327054814870
-5.900000000000;0.373876664831
-5.850000000000;0.419764017840
-5.800000000000;0.464602179414
-5.750000000000;0.508279077499
-5.700000000000;0.550685542598
-5.650000000000;0.591715580631
-5.600000000000;0.631266637872
-5.550000000000;0.669239857276
-5.500000000000;0.705540325570
-5.450000000000;0.740077310489
-5.400000000000;0.772764487556
-5.350000000000;0.803520155852
-5.300000000000;0.832267442225
-5.250000000000;0.858934493427
-5.200000000000;0.883454655720
-5.150000000000;0.905766641469
-5.100000000000;0.925814682328
-5.050000000000;0.943548668636
-5.000000000000;0.958924274663
-4.950000000000;0.971903069401
-4.900000000000;0.982452612624
-4.850000000000;0.990546535967
-4.800000000000;0.996164608836
-4.750000000000;0.999292788975
-4.700000000000;0.999923257564
-4.650000000000;0.998054438759
-4.600000000000;0.993691003634
-4.550000000000;0.986843858504
-4.500000000000;0.977530117666
-4.450000000000;0.965773060621
-4.400000000000;0.951602073889
-4.350000000000;0.935052577558
-4.300000000000;0.916165936749
-4.250000000000;0.894989358229
-4.200000000000;0.871575772413
-4.150000000000;0.845983701075
-4.100000000000;0.818277111064
-4.050000000000;0.788525254426
-4.000000000000;0.756802495307
-3.950000000000;0.723188124087
-3.900000000000;0.687766159184
-3.850000000000;0.650625137065
-3.800000000000;0.611857890943
-3.750000000000;0.571561318742
-3.700000000000;0.529836140909
-3.650000000000;0.486786648656
-3.600000000000;0.442520443295
-3.550000000000;0.397148167286
-3.500000000000;0.350783227690
-3.450000000000;0.303541512709
-3.400000000000;0.255541102027
-3.350000000000;0.206901971673
-3.300000000000;0.157745694143
-3.250000000000;0.108195134530
-3.200000000000;0.058374143427
-3.150000000000;0.008407247367
-3.100000000000;-0.041580662433
-3.050000000000;-0.091464642232
-3.000000000000;-0.141120008060
-2.950000000000;-0.190422647361
-2.900000000000;-0.239249329214
-2.850000000000;-0.287478012343
-2.800000000000;-0.334988150157
-2.750000000000;-0.381660992053
-2.700000000000;-0.427379880234
-2.650000000000;-0.472030541290
-2.600000000000;-0.515501371822
-2.550000000000;-0.557683717392
-2.500000000000;-0.598472144104
-2.450000000000;-0.637764702135
-2.400000000000;-0.675463180551
-2.350000000000;-0.711473352791
-2.300000000000;-0.745705212176
-2.250000000000;-0.778073196887
-2.200000000000;-0.808496403819
-2.150000000000;-0.836898790798
-2.100000000000;-0.863209366649
-2.050000000000;-0.887362368633
-2.000000000000;-0.909297426826
-1.950000000000;-0.928959715004
-1.900000000000;-0.946300087687
-1.850000000000;-0.961275202976
-1.800000000000;-0.973847630879
-1.750000000000;-0.983985946874
-1.700000000000;-0.991664810453
-1.650000000000;-0.996865028454
-1.600000000000;-0.999573603042
-1.550000000000;-0.999783764189
-1.500000000000;-0.997494986604
-1.450000000000;-0.992712991038
-1.400000000000;-0.985449729988
-1.350000000000;-0.975723357826
-1.300000000000;-0.963558185417
-1.250000000000;-0.948984619355
-1.200000000000;-0.932039085967
-1.150000000000;-0.912763940260
-1.100000000000;-0.891207360061
-1.050000000000;-0.867423225594
-1.000000000000;-0.841470984809
-0.950000000000;-0.813415504790
-0.900000000000;-0.783326909628
-0.850000000000;-0.751280405140
-0.800000000000;-0.717356090900
-0.750000000000;-0.681638760023
-0.700000000000;-0.644217687238
-0.650000000000;-0.605186405735
-0.600000000000;-0.564642473395
-0.550000000000;-0.522687228931
-0.500000000000;-0.479425538604
-0.450000000000;-0.434965534111
-0.400000000000;-0.389418342309
-0.350000000000;-0.342897807456
-0.300000000000;-0.295520206661
-0.250000000000;-0.247403959255
-0.200000000000;-0.198669330795
-0.150000000000;-0.149438132473
-0.100000000000;-0.099833416647
-0.050000000000;-0.049979169271
0.000000000000;0.000000000000
0.050000000000;0.049979169271
0.100000000000;0.099833416647
0.150000000000;0.149438132474
0.200000000000;0.198669330795
0.250000000000;0.247403959255
0.300000000000;0.295520206661
0.350000000000;0.342897807456
0.400000000000;0.389418342309
0.450000000000;0.434965534111
0.500000000000;0.479425538604
0.550000000000;0.522687228931
0.600000000000;0.564642473395
0.650000000000;0.605186405735
0.700000000000;0.644217687238
0.750000000000;0.681638760023
0.800000000000;0.717356090900
0.850000000000;0.751280405140
0.900000000000;0.783326909628
0.950000000000;0.813415504790
1.000000000000;0.841470984809
1.050000000000;0.867423225594
1.100000000000;0.891207360061
1.150000000000;0.912763940260
1.200000000000;0.932039085967
1.250000000000;0.948984619355
1.300000000000;0.963558185417
1.350000000000;0.975723357826
1.400000000000;0.985449729988
1.450000000000;0.992712991038
1.500000000000;0.997494986604
1.550000000000;0.999783764189
1.600000000000;0.999573603042
1.650000000000;0.996865028454
1.700000000000;0.991664810453
1.750000000000;0.983985946874
1.800000000000;0.973847630879
1.850000000000;0.961275202976
1.900000000000;0.946300087687
1.950000000000;0.928959715004
2.000000000000;0.909297426826
2.050000000000;0.887362368633
2.100000000000;0.863209366649
2.150000000000;0.836898790798
2.200000000000;0.808496403819
2.250000000000;0.778073196887
2.300000000000;0.745705212176
2.350000000000;0.711473352791
2.400000000000;0.675463180551
2.450000000000;0.637764702135
2.500000000000;0.598472144104
2.550000000000;0.557683717391
2.600000000000;0.515501371822
2.650000000000;0.472030541290
2.700000000000;0.427379880234
2.750000000000;0.381660992053
2.800000000000;0.334988150157
2.850000000000;0.287478012343
2.900000000000;0.239249329214
2.950000000000;0.190422647361
3.000000000000;0.141120008060
3.050000000000;0.091464642232
3.100000000000;0.041580662433
3.150000000000;-0.008407247367
3.200000000000;-0.058374143427
3.250000000000;-0.108195134530
3.300000000000;-0.157745694143
3.350000000000;-0.206901971673
3.400000000000;-0.255541102027
3.450000000000;-0.303541512709
3.500000000000;-0.350783227690
3.550000000000;-0.397148167286
3.600000000000;-0.442520443295
3.650000000000;-0.486786648656
3.700000000000;-0.529836140909
3.750000000000;-0.571561318742
3.800000000000;-0.611857890943
3.850000000000;-0.650625137065
3.900000000000;-0.687766159184
3.950000000000;-0.723188124087
4.000000000000;-0.756802495307
4.050000000000;-0.788525254426
4.100000000000;-0.818277111064
4.150000000000;-0.845983701075
4.200000000000;-0.871575772413
4.250000000000;-0.894989358229
4.300000000000;-0.916165936749
4.350000000000;-0.935052577558
4.400000000000;-0.951602073890
4.450000000000;-0.965773060621
4.500000000000;-0.977530117666
4.550000000000;-0.986843858504
4.600000000000;-0.993691003634
4.650000000000;-0.998054438759
4.700000000000;-0.999923257564
4.750000000000;-0.999292788975
4.800000000000;-0.996164608836
4.850000000000;-0.990546535967
4.900000000000;-0.982452612624
4.950000000000;-0.971903069401
5.000000000000;-0.958924274663
5.050000000000;-0.943548668636
5.100000000000;-0.925814682328
5.150000000000;-0.905766641469
5.200000000000;-0.883454655720
5.250000000000;-0.858934493427
5.300000000000;-0.832267442224
5.350000000000;-0.803520155852
5.400000000000;-0.772764487556
5.450000000000;-0.740077310489
5.500000000000;-0.705540325570
5.550000000000;-0.669239857276
5.600000000000;-0.631266637872
5.650000000000;-0.591715580631
5.700000000000;-0.550685542597
5.750000000000;-0.508279077499
5.800000000000;-0.464602179414
5.850000000000;-0.419764017840
5.900000000000;-0.373876664831
5.950000000000;-0.327054814870
6.000000000000;-0.279415498199
6.050000000000;-0.231077788299
6.100000000000;-0.182162504271
6.150000000000;-0.132791908852
6.200000000000;-0.083089402818
6.250000000000;-0.033179216548
6.300000000000;0.016813900484
6.350000000000;0.066764991522
6.400000000000;0.116549204850
6.450000000000;0.166042105865
6.500000000000;0.215119988088
6.550000000000;0.263660182373
6.600000000000;0.311541363513
6.650000000000;0.358643853493
6.700000000000;0.404849920617
6.750000000000;0.450044073781
6.800000000000;0.494113351139
6.850000000000;0.536947602448
6.900000000000;0.578439764388
6.950000000000;0.618486128162
7.000000000000;0.656986598719
7.050000000000;0.693844944930
7.100000000000;0.728969040126
7.150000000000;0.762271092361
7.200000000000;0.793667863849
7.250000000000;0.823080879012
7.300000000000;0.850436620630
7.350000000000;0.875666713593
7.400000000000;0.898708095812
7.450000000000;0.919503175829
7.500000000000;0.937999976775
7.550000000000;0.954152266279
7.600000000000;0.967919672031
7.650000000000;0.979267782686
7.700000000000;0.988168233877
7.750000000000;0.994598779111
7.800000000000;0.998543345375
7.850000000000;0.999992073306
7.900000000000;0.998941341840
7.950000000000;0.995393777258
8.000000000000;0.989358246624
8.050000000000;0.980849835621
8.100000000000;0.969889810846
8.150000000000;0.956505566652
8.200000000000;0.940730556680
8.250000000000;0.922604210239
8.300000000000;0.902171833756
8.350000000000;0.879484497531
8.400000000000;0.854598908088
8.450000000000;0.827577266442
8.500000000000;0.798487112623
8.550000000000;0.767401156867
8.600000000000;0.734397097873
8.650000000000;0.699557428603
8.700000000000;0.662969230082
8.750000000000;0.624723953754
8.800000000000;0.584917192892
8.850000000000;0.543648443666
8.900000000000;0.501020856458
8.950000000000;0.457140978035
9.000000000000;0.412118485242
9.050000000000;0.366065910863
9.100000000000;0.319098362350
9.150000000000;0.271333234114
9.200000000000;0.222889914100
9.250000000000;0.173889485380
9.300000000000;0.124454423507
9.350000000000;0.074708290389
9.400000000000;0.024775425453
9.450000000000;-0.025219365144
9.500000000000;-0.075151120462
9.550000000000;-0.124895037117
9.600000000000;-0.174326781223
9.650000000000;-0.223322799164
9.700000000000;-0.271760626411
9.750000000000;-0.319519193623
9.800000000000;-0.366479129252
9.850000000000;-0.412523057917
9.900000000000;-0.457535893776
9.950000000000;-0.501405128179
10.000000000000;-0.544021110889
